event_id,event name,date,event summary,Key topic 1,Key topic 2,Key topic 3,location,event_text
e86,Blockchain 2024,2024-12-19,The definitive event for anyone looking to stay ahead in the rapidly evolving healthcare landscape.,Quantum Computing,Natural Language Processing,Green Tech,"Ottawa, Canada","Blockchain 2024. The definitive event for anyone looking to stay ahead in the rapidly evolving healthcare landscape. Topics: Quantum Computing Natural Language Processing Green Tech. Location: Ottawa, Canada. Date: 2024-12-19"
e87,Education Summit 2024,2024-04-07,Join experts and thought leaders to explore cutting-edge developments in marketing.,Augmented Reality,Big Data,Web3,"Vancouver, Canada","Education Summit 2024. Join experts and thought leaders to explore cutting-edge developments in marketing. Topics: Augmented Reality Big Data Web3. Location: Vancouver, Canada. Date: 2024-04-07"
e88,Marketing Workshop 2024,2024-10-10,An exclusive event bringing together industry leaders to discuss the future of data science.,Big Data,5G Technology,Virtual Reality,"Montreal, Canada","Marketing Workshop 2024. An exclusive event bringing together industry leaders to discuss the future of data science. Topics: Big Data 5G Technology Virtual Reality. Location: Montreal, Canada. Date: 2024-10-10"
e89,Tech Symposium 2024,2024-02-26,An exclusive event bringing together industry leaders to discuss the future of blockchain.,Virtual Reality,Natural Language Processing,Big Data,"Quebec City, Canada","Tech Symposium 2024. An exclusive event bringing together industry leaders to discuss the future of blockchain. Topics: Virtual Reality Natural Language Processing Big Data. Location: Quebec City, Canada. Date: 2024-02-26"
e90,Innovation 2024,2024-09-26,A collaborative platform for professionals to share insights on transforming marketing.,Product Management,Metaverse,Computer Vision,"Halifax, Canada","Innovation 2024. A collaborative platform for professionals to share insights on transforming marketing. Topics: Product Management Metaverse Computer Vision. Location: Halifax, Canada. Date: 2024-09-26"
e91,Digital Design Conference 2024,2024-06-03,A collaborative platform for professionals to share insights on transforming design.,Edtech,Robotics,IoT,"Edmonton, Canada","Digital Design Conference 2024. A collaborative platform for professionals to share insights on transforming design. Topics: Edtech Robotics IoT. Location: Edmonton, Canada. Date: 2024-06-03"
e92,International AI Symposium,2024-11-07,Join experts and thought leaders to explore cutting-edge developments in marketing.,Sustainability,Digital Marketing,UI Design,"Winnipeg, Canada","International AI Symposium. Join experts and thought leaders to explore cutting-edge developments in marketing. Topics: Sustainability Digital Marketing UI Design. Location: Winnipeg, Canada. Date: 2024-11-07"
e93,Finance Summit 2024,2024-09-15,A collaborative platform for professionals to share insights on transforming innovation.,Edtech,Metaverse,Fintech,"Edmonton, Canada","Finance Summit 2024. A collaborative platform for professionals to share insights on transforming innovation. Topics: Edtech Metaverse Fintech. Location: Edmonton, Canada. Date: 2024-09-15"
e94,Modern Finance Summit,2024-08-20,An exclusive event bringing together industry leaders to discuss the future of healthcare.,Future of Work,Robotics,IoT,"Vancouver, Canada","Modern Finance Summit. An exclusive event bringing together industry leaders to discuss the future of healthcare. Topics: Future of Work Robotics IoT. Location: Vancouver, Canada. Date: 2024-08-20"
e95,AI Hackathon 2024,2024-02-17,Join experts and thought leaders to explore cutting-edge developments in marketing.,Edge Computing,Fintech,Quantum Computing,"Quebec City, Canada","AI Hackathon 2024. Join experts and thought leaders to explore cutting-edge developments in marketing. Topics: Edge Computing Fintech Quantum Computing. Location: Quebec City, Canada. Date: 2024-02-17"
e96,Advanced Marketing Meetup,2024-01-27,A collaborative platform for professionals to share insights on transforming blockchain.,Metaverse,Cloud Computing,Quantum Computing,"Halifax, Canada","Advanced Marketing Meetup. A collaborative platform for professionals to share insights on transforming blockchain. Topics: Metaverse Cloud Computing Quantum Computing. Location: Halifax, Canada. Date: 2024-01-27"
e97,Cybersecurity 2024,2024-07-07,The definitive event for anyone looking to stay ahead in the rapidly evolving design landscape.,Deep Learning,UX Design,Cryptocurrency,"Ottawa, Canada","Cybersecurity 2024. The definitive event for anyone looking to stay ahead in the rapidly evolving design landscape. Topics: Deep Learning UX Design Cryptocurrency. Location: Ottawa, Canada. Date: 2024-07-07"
e98,Advanced Healthcare Hackathon 2024,2024-12-25,A premier gathering focused on the latest advancements in data science technologies and innovations.,Data Analytics,Deep Learning,IoT,"Halifax, Canada","Advanced Healthcare Hackathon 2024. A premier gathering focused on the latest advancements in data science technologies and innovations. Topics: Data Analytics Deep Learning IoT. Location: Halifax, Canada. Date: 2024-12-25"
e99,Modern Finance Expo,2024-04-20,The definitive event for anyone looking to stay ahead in the rapidly evolving healthcare landscape.,IoT,Natural Language Processing,Data Analytics,"Montreal, Canada","Modern Finance Expo. The definitive event for anyone looking to stay ahead in the rapidly evolving healthcare landscape. Topics: IoT Natural Language Processing Data Analytics. Location: Montreal, Canada. Date: 2024-04-20"
e100,Global Design Summit,2024-11-12,A collaborative platform for professionals to share insights on transforming education.,Fintech,UX Design,Web3,"Halifax, Canada","Global Design Summit. A collaborative platform for professionals to share insights on transforming education. Topics: Fintech UX Design Web3. Location: Halifax, Canada. Date: 2024-11-12"
e101,Tech Meetup 2025,2025-11-24,The definitive event for anyone looking to stay ahead in the rapidly evolving design landscape.,IoT,Healthtech,Computer Vision,"Toronto, Canada","Tech Meetup 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving design landscape. Topics: IoT Healthtech Computer Vision. Location: Toronto, Canada. Date: 2025-11-24"
e102,Blockchain Conference,2025-02-17,A collaborative platform for professionals to share insights on transforming innovation.,Metaverse,Edtech,UX Design,"Toronto, Canada","Blockchain Conference. A collaborative platform for professionals to share insights on transforming innovation. Topics: Metaverse Edtech UX Design. Location: Toronto, Canada. Date: 2025-02-17"
e103,Healthcare Meetup 2025,2025-03-23,A premier gathering focused on the latest advancements in blockchain technologies and innovations.,Quantum Computing,Virtual Reality,Computer Vision,"Winnipeg, Canada","Healthcare Meetup 2025. A premier gathering focused on the latest advancements in blockchain technologies and innovations. Topics: Quantum Computing Virtual Reality Computer Vision. Location: Winnipeg, Canada. Date: 2025-03-23"
e104,Finance Summit,2025-10-02,An exclusive event bringing together industry leaders to discuss the future of design.,Robotics,Computer Vision,Metaverse,"Ottawa, Canada","Finance Summit. An exclusive event bringing together industry leaders to discuss the future of design. Topics: Robotics Computer Vision Metaverse. Location: Ottawa, Canada. Date: 2025-10-02"
e105,Future of AI Forum,2025-02-10,Join experts and thought leaders to explore cutting-edge developments in healthcare.,Web3,UX Design,Robotics,"Saskatoon, Canada","Future of AI Forum. Join experts and thought leaders to explore cutting-edge developments in healthcare. Topics: Web3 UX Design Robotics. Location: Saskatoon, Canada. Date: 2025-02-10"
e106,Sustainability Workshop 2025,2025-11-22,The definitive event for anyone looking to stay ahead in the rapidly evolving innovation landscape.,Metaverse,MLOps,Natural Language Processing,"Calgary, Canada","Sustainability Workshop 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving innovation landscape. Topics: Metaverse MLOps Natural Language Processing. Location: Calgary, Canada. Date: 2025-11-22"
e107,Next-Gen Finance Meetup 2025,2025-01-17,A collaborative platform for professionals to share insights on transforming healthcare.,Green Tech,Remote Work,Data Analytics,"Ottawa, Canada","Next-Gen Finance Meetup 2025. A collaborative platform for professionals to share insights on transforming healthcare. Topics: Green Tech Remote Work Data Analytics. Location: Ottawa, Canada. Date: 2025-01-17"
e108,Innovation Meetup,2025-03-13,An exclusive event bringing together industry leaders to discuss the future of marketing.,Product Management,Entrepreneurship,IoT,"Toronto, Canada","Innovation Meetup. An exclusive event bringing together industry leaders to discuss the future of marketing. Topics: Product Management Entrepreneurship IoT. Location: Toronto, Canada. Date: 2025-03-13"
e109,Design 2025,2025-02-26,A collaborative platform for professionals to share insights on transforming finance.,Digital Marketing,Virtual Reality,Ethical AI,"Toronto, Canada","Design 2025. A collaborative platform for professionals to share insights on transforming finance. Topics: Digital Marketing Virtual Reality Ethical AI. Location: Toronto, Canada. Date: 2025-02-26"
e110,Annual Design Meetup,2025-12-15,A premier gathering focused on the latest advancements in ai technologies and innovations.,Virtual Reality,Product Management,Cryptocurrency,"Halifax, Canada","Annual Design Meetup. A premier gathering focused on the latest advancements in ai technologies and innovations. Topics: Virtual Reality Product Management Cryptocurrency. Location: Halifax, Canada. Date: 2025-12-15"
e111,Cybersecurity Workshop 2025,2025-02-24,The definitive event for anyone looking to stay ahead in the rapidly evolving tech landscape.,MLOps,Entrepreneurship,Deep Learning,"Vancouver, Canada","Cybersecurity Workshop 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving tech landscape. Topics: MLOps Entrepreneurship Deep Learning. Location: Vancouver, Canada. Date: 2025-02-24"
e112,Blockchain Conference 2025,2025-07-05,A premier gathering focused on the latest advancements in marketing technologies and innovations.,5G Technology,Big Data,Future of Work,"Halifax, Canada","Blockchain Conference 2025. A premier gathering focused on the latest advancements in marketing technologies and innovations. Topics: 5G Technology Big Data Future of Work. Location: Halifax, Canada. Date: 2025-07-05"
e113,Sustainability Forum 2025,2025-03-26,Join experts and thought leaders to explore cutting-edge developments in innovation.,Green Tech,Digital Transformation,Edtech,"Halifax, Canada","Sustainability Forum 2025. Join experts and thought leaders to explore cutting-edge developments in innovation. Topics: Green Tech Digital Transformation Edtech. Location: Halifax, Canada. Date: 2025-03-26"
e114,Annual Blockchain Workshop 2025,2025-08-20,The definitive event for anyone looking to stay ahead in the rapidly evolving blockchain landscape.,Metaverse,Machine Learning,Robotics,"Toronto, Canada","Annual Blockchain Workshop 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving blockchain landscape. Topics: Metaverse Machine Learning Robotics. Location: Toronto, Canada. Date: 2025-08-20"
e115,Annual Tech Hackathon 2025,2025-04-28,An exclusive event bringing together industry leaders to discuss the future of blockchain.,5G Technology,Big Data,Future of Work,"Calgary, Canada","Annual Tech Hackathon 2025. An exclusive event bringing together industry leaders to discuss the future of blockchain. Topics: 5G Technology Big Data Future of Work. Location: Calgary, Canada. Date: 2025-04-28"
e116,Modern Blockchain Summit 2025,2025-08-31,A collaborative platform for professionals to share insights on transforming finance.,Natural Language Processing,Cloud Computing,Green Tech,"Edmonton, Canada","Modern Blockchain Summit 2025. A collaborative platform for professionals to share insights on transforming finance. Topics: Natural Language Processing Cloud Computing Green Tech. Location: Edmonton, Canada. Date: 2025-08-31"
e117,Blockchain Workshop,2025-02-25,A collaborative platform for professionals to share insights on transforming data science.,Augmented Reality,Robotics,Edtech,"Halifax, Canada","Blockchain Workshop. A collaborative platform for professionals to share insights on transforming data science. Topics: Augmented Reality Robotics Edtech. Location: Halifax, Canada. Date: 2025-02-25"
e118,Global Design Conference 2025,2025-02-20,An exclusive event bringing together industry leaders to discuss the future of data science.,Green Tech,Natural Language Processing,Blockchain,"Quebec City, Canada","Global Design Conference 2025. An exclusive event bringing together industry leaders to discuss the future of data science. Topics: Green Tech Natural Language Processing Blockchain. Location: Quebec City, Canada. Date: 2025-02-20"
e119,Modern Cybersecurity Expo,2025-01-02,A collaborative platform for professionals to share insights on transforming sustainability.,Data Analytics,NFTs,UI Design,"Calgary, Canada","Modern Cybersecurity Expo. A collaborative platform for professionals to share insights on transforming sustainability. Topics: Data Analytics NFTs UI Design. Location: Calgary, Canada. Date: 2025-01-02"
e120,Innovation Conference,2025-01-30,The definitive event for anyone looking to stay ahead in the rapidly evolving sustainability landscape.,Blockchain,Natural Language Processing,Product Management,"Vancouver, Canada","Innovation Conference. The definitive event for anyone looking to stay ahead in the rapidly evolving sustainability landscape. Topics: Blockchain Natural Language Processing Product Management. Location: Vancouver, Canada. Date: 2025-01-30"
e121,Marketing Summit 2025,2025-04-06,The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape.,Computer Vision,IoT,Fintech,"Saskatoon, Canada","Marketing Summit 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape. Topics: Computer Vision IoT Fintech. Location: Saskatoon, Canada. Date: 2025-04-06"
e122,Healthcare Meetup 2025,2025-10-17,A collaborative platform for professionals to share insights on transforming blockchain.,Big Data,DevOps,Remote Work,"Edmonton, Canada","Healthcare Meetup 2025. A collaborative platform for professionals to share insights on transforming blockchain. Topics: Big Data DevOps Remote Work. Location: Edmonton, Canada. Date: 2025-10-17"
e123,Global Education Summit 2025,2025-02-07,Join experts and thought leaders to explore cutting-edge developments in sustainability.,Robotics,Augmented Reality,Digital Transformation,"Ottawa, Canada","Global Education Summit 2025. Join experts and thought leaders to explore cutting-edge developments in sustainability. Topics: Robotics Augmented Reality Digital Transformation. Location: Ottawa, Canada. Date: 2025-02-07"
e124,Sustainability Meetup,2025-03-22,Join experts and thought leaders to explore cutting-edge developments in tech.,Cloud Computing,Big Data,Virtual Reality,"Vancouver, Canada","Sustainability Meetup. Join experts and thought leaders to explore cutting-edge developments in tech. Topics: Cloud Computing Big Data Virtual Reality. Location: Vancouver, Canada. Date: 2025-03-22"
e125,Emerging Data Science Meetup,2025-02-24,Join experts and thought leaders to explore cutting-edge developments in innovation.,Product Management,Entrepreneurship,Virtual Reality,"Toronto, Canada","Emerging Data Science Meetup. Join experts and thought leaders to explore cutting-edge developments in innovation. Topics: Product Management Entrepreneurship Virtual Reality. Location: Toronto, Canada. Date: 2025-02-24"
e126,Finance Meetup 2025,2025-02-17,An exclusive event bringing together industry leaders to discuss the future of healthcare.,Edtech,Ethical AI,Healthtech,"Halifax, Canada","Finance Meetup 2025. An exclusive event bringing together industry leaders to discuss the future of healthcare. Topics: Edtech Ethical AI Healthtech. Location: Halifax, Canada. Date: 2025-02-17"
e127,AI Symposium,2025-01-05,A collaborative platform for professionals to share insights on transforming sustainability.,Big Data,Computer Vision,DevOps,"Edmonton, Canada","AI Symposium. A collaborative platform for professionals to share insights on transforming sustainability. Topics: Big Data Computer Vision DevOps. Location: Edmonton, Canada. Date: 2025-01-05"
e128,Next-Gen Blockchain Workshop 2025,2025-01-21,An exclusive event bringing together industry leaders to discuss the future of sustainability.,Augmented Reality,Blockchain,Cryptocurrency,"Quebec City, Canada","Next-Gen Blockchain Workshop 2025. An exclusive event bringing together industry leaders to discuss the future of sustainability. Topics: Augmented Reality Blockchain Cryptocurrency. Location: Quebec City, Canada. Date: 2025-01-21"
e129,Innovation 2025,2025-01-13,A premier gathering focused on the latest advancements in design technologies and innovations.,Sustainability,Computer Vision,Future of Work,"Calgary, Canada","Innovation 2025. A premier gathering focused on the latest advancements in design technologies and innovations. Topics: Sustainability Computer Vision Future of Work. Location: Calgary, Canada. Date: 2025-01-13"
e130,Healthcare Meetup 2025,2025-04-13,Join experts and thought leaders to explore cutting-edge developments in design.,UX Design,Robotics,Quantum Computing,"Halifax, Canada","Healthcare Meetup 2025. Join experts and thought leaders to explore cutting-edge developments in design. Topics: UX Design Robotics Quantum Computing. Location: Halifax, Canada. Date: 2025-04-13"
e131,Sustainability Hackathon 2025,2025-07-24,A premier gathering focused on the latest advancements in ai technologies and innovations.,Cloud Computing,Healthtech,Quantum Computing,"Edmonton, Canada","Sustainability Hackathon 2025. A premier gathering focused on the latest advancements in ai technologies and innovations. Topics: Cloud Computing Healthtech Quantum Computing. Location: Edmonton, Canada. Date: 2025-07-24"
e132,Sustainability 2025,2025-08-12,A collaborative platform for professionals to share insights on transforming tech.,Machine Learning,Digital Marketing,5G Technology,"Calgary, Canada","Sustainability 2025. A collaborative platform for professionals to share insights on transforming tech. Topics: Machine Learning Digital Marketing 5G Technology. Location: Calgary, Canada. Date: 2025-08-12"
e133,AI Hackathon,2025-07-06,The definitive event for anyone looking to stay ahead in the rapidly evolving cybersecurity landscape.,DevOps,Fintech,MLOps,"Quebec City, Canada","AI Hackathon. The definitive event for anyone looking to stay ahead in the rapidly evolving cybersecurity landscape. Topics: DevOps Fintech MLOps. Location: Quebec City, Canada. Date: 2025-07-06"
e134,Sustainability Symposium 2025,2025-12-23,An exclusive event bringing together industry leaders to discuss the future of design.,DevOps,Green Tech,Ethical AI,"Toronto, Canada","Sustainability Symposium 2025. An exclusive event bringing together industry leaders to discuss the future of design. Topics: DevOps Green Tech Ethical AI. Location: Toronto, Canada. Date: 2025-12-23"
e135,Blockchain Forum,2025-06-05,A collaborative platform for professionals to share insights on transforming education.,Web3,Product Management,Future of Work,"Montreal, Canada","Blockchain Forum. A collaborative platform for professionals to share insights on transforming education. Topics: Web3 Product Management Future of Work. Location: Montreal, Canada. Date: 2025-06-05"
e136,Annual Cybersecurity Hackathon 2025,2025-12-04,An exclusive event bringing together industry leaders to discuss the future of design.,Deep Learning,Computer Vision,Augmented Reality,"Winnipeg, Canada","Annual Cybersecurity Hackathon 2025. An exclusive event bringing together industry leaders to discuss the future of design. Topics: Deep Learning Computer Vision Augmented Reality. Location: Winnipeg, Canada. Date: 2025-12-04"
e137,Education Forum,2025-11-09,A collaborative platform for professionals to share insights on transforming finance.,Augmented Reality,Data Analytics,Machine Learning,"Vancouver, Canada","Education Forum. A collaborative platform for professionals to share insights on transforming finance. Topics: Augmented Reality Data Analytics Machine Learning. Location: Vancouver, Canada. Date: 2025-11-09"
e138,Future of Data Science Expo 2025,2025-08-06,A collaborative platform for professionals to share insights on transforming education.,Digital Marketing,Ethical AI,MLOps,"Winnipeg, Canada","Future of Data Science Expo 2025. A collaborative platform for professionals to share insights on transforming education. Topics: Digital Marketing Ethical AI MLOps. Location: Winnipeg, Canada. Date: 2025-08-06"
e139,Finance Expo 2025,2025-11-10,Join experts and thought leaders to explore cutting-edge developments in education.,Digital Marketing,Entrepreneurship,Augmented Reality,"Ottawa, Canada","Finance Expo 2025. Join experts and thought leaders to explore cutting-edge developments in education. Topics: Digital Marketing Entrepreneurship Augmented Reality. Location: Ottawa, Canada. Date: 2025-11-10"
e140,Innovation Meetup 2025,2025-08-14,An exclusive event bringing together industry leaders to discuss the future of healthcare.,Data Analytics,Metaverse,Sustainability,"Montreal, Canada","Innovation Meetup 2025. An exclusive event bringing together industry leaders to discuss the future of healthcare. Topics: Data Analytics Metaverse Sustainability. Location: Montreal, Canada. Date: 2025-08-14"
e141,AI 2025,2025-12-28,An exclusive event bringing together industry leaders to discuss the future of sustainability.,Fintech,Sustainability,Deep Learning,"Saskatoon, Canada","AI 2025. An exclusive event bringing together industry leaders to discuss the future of sustainability. Topics: Fintech Sustainability Deep Learning. Location: Saskatoon, Canada. Date: 2025-12-28"
e142,Digital Tech Hackathon,2025-07-14,The definitive event for anyone looking to stay ahead in the rapidly evolving innovation landscape.,Metaverse,Entrepreneurship,UX Design,"Quebec City, Canada","Digital Tech Hackathon. The definitive event for anyone looking to stay ahead in the rapidly evolving innovation landscape. Topics: Metaverse Entrepreneurship UX Design. Location: Quebec City, Canada. Date: 2025-07-14"
e143,Finance 2025,2025-09-06,The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape.,Deep Learning,Green Tech,IoT,"Quebec City, Canada","Finance 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape. Topics: Deep Learning Green Tech IoT. Location: Quebec City, Canada. Date: 2025-09-06"
e144,Digital Data Science Conference,2025-03-11,Join experts and thought leaders to explore cutting-edge developments in blockchain.,Sustainability,UX Design,Fintech,"Ottawa, Canada","Digital Data Science Conference. Join experts and thought leaders to explore cutting-edge developments in blockchain. Topics: Sustainability UX Design Fintech. Location: Ottawa, Canada. Date: 2025-03-11"
e145,Digital Tech Conference,2025-02-11,A premier gathering focused on the latest advancements in blockchain technologies and innovations.,Augmented Reality,NFTs,Deep Learning,"Saskatoon, Canada","Digital Tech Conference. A premier gathering focused on the latest advancements in blockchain technologies and innovations. Topics: Augmented Reality NFTs Deep Learning. Location: Saskatoon, Canada. Date: 2025-02-11"
e146,Future of Data Science Expo 2025,2025-03-20,Join experts and thought leaders to explore cutting-edge developments in education.,Blockchain,Edge Computing,DevOps,"Vancouver, Canada","Future of Data Science Expo 2025. Join experts and thought leaders to explore cutting-edge developments in education. Topics: Blockchain Edge Computing DevOps. Location: Vancouver, Canada. Date: 2025-03-20"
e147,Cybersecurity 2025,2025-10-24,An exclusive event bringing together industry leaders to discuss the future of blockchain.,Cloud Computing,DevOps,Edge Computing,"Saskatoon, Canada","Cybersecurity 2025. An exclusive event bringing together industry leaders to discuss the future of blockchain. Topics: Cloud Computing DevOps Edge Computing. Location: Saskatoon, Canada. Date: 2025-10-24"
e148,Next-Gen Sustainability Forum,2025-01-22,A collaborative platform for professionals to share insights on transforming healthcare.,Entrepreneurship,Cloud Computing,Healthtech,"Edmonton, Canada","Next-Gen Sustainability Forum. A collaborative platform for professionals to share insights on transforming healthcare. Topics: Entrepreneurship Cloud Computing Healthtech. Location: Edmonton, Canada. Date: 2025-01-22"
e149,Innovation 2025,2025-11-22,The definitive event for anyone looking to stay ahead in the rapidly evolving cybersecurity landscape.,5G Technology,Future of Work,Remote Work,"Quebec City, Canada","Innovation 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving cybersecurity landscape. Topics: 5G Technology Future of Work Remote Work. Location: Quebec City, Canada. Date: 2025-11-22"
e150,Advanced Healthcare Workshop 2025,2025-10-31,The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape.,Sustainability,Cybersecurity,Deep Learning,"Winnipeg, Canada","Advanced Healthcare Workshop 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape. Topics: Sustainability Cybersecurity Deep Learning. Location: Winnipeg, Canada. Date: 2025-10-31"
e151,International Education Workshop,2025-06-16,Join experts and thought leaders to explore cutting-edge developments in cybersecurity.,Ethical AI,Machine Learning,Digital Marketing,"Calgary, Canada","International Education Workshop. Join experts and thought leaders to explore cutting-edge developments in cybersecurity. Topics: Ethical AI Machine Learning Digital Marketing. Location: Calgary, Canada. Date: 2025-06-16"
e152,Innovation 2025,2025-02-13,A collaborative platform for professionals to share insights on transforming education.,Edtech,Deep Learning,IoT,"Ottawa, Canada","Innovation 2025. A collaborative platform for professionals to share insights on transforming education. Topics: Edtech Deep Learning IoT. Location: Ottawa, Canada. Date: 2025-02-13"
e153,Modern Innovation Workshop,2025-04-24,The definitive event for anyone looking to stay ahead in the rapidly evolving sustainability landscape.,Quantum Computing,Healthtech,Ethical AI,"Edmonton, Canada","Modern Innovation Workshop. The definitive event for anyone looking to stay ahead in the rapidly evolving sustainability landscape. Topics: Quantum Computing Healthtech Ethical AI. Location: Edmonton, Canada. Date: 2025-04-24"
e154,Digital Cybersecurity Meetup,2025-06-30,A premier gathering focused on the latest advancements in blockchain technologies and innovations.,5G Technology,Cryptocurrency,NFTs,"Calgary, Canada","Digital Cybersecurity Meetup. A premier gathering focused on the latest advancements in blockchain technologies and innovations. Topics: 5G Technology Cryptocurrency NFTs. Location: Calgary, Canada. Date: 2025-06-30"
e155,Advanced Innovation Meetup 2025,2025-09-05,Join experts and thought leaders to explore cutting-edge developments in blockchain.,Machine Learning,5G Technology,Big Data,"Ottawa, Canada","Advanced Innovation Meetup 2025. Join experts and thought leaders to explore cutting-edge developments in blockchain. Topics: Machine Learning 5G Technology Big Data. Location: Ottawa, Canada. Date: 2025-09-05"
e156,Sustainability Meetup 2025,2025-01-24,Join experts and thought leaders to explore cutting-edge developments in ai.,Future of Work,Edtech,Cybersecurity,"Montreal, Canada","Sustainability Meetup 2025. Join experts and thought leaders to explore cutting-edge developments in ai. Topics: Future of Work Edtech Cybersecurity. Location: Montreal, Canada. Date: 2025-01-24"
e157,Advanced Education Summit 2025,2025-01-27,A premier gathering focused on the latest advancements in finance technologies and innovations.,Data Analytics,DevOps,IoT,"Calgary, Canada","Advanced Education Summit 2025. A premier gathering focused on the latest advancements in finance technologies and innovations. Topics: Data Analytics DevOps IoT. Location: Calgary, Canada. Date: 2025-01-27"
e158,Finance Workshop,2025-03-02,A collaborative platform for professionals to share insights on transforming cybersecurity.,DevOps,Natural Language Processing,Cloud Computing,"Calgary, Canada","Finance Workshop. A collaborative platform for professionals to share insights on transforming cybersecurity. Topics: DevOps Natural Language Processing Cloud Computing. Location: Calgary, Canada. Date: 2025-03-02"
e159,Cybersecurity Summit 2025,2025-11-17,A premier gathering focused on the latest advancements in blockchain technologies and innovations.,Fintech,Edtech,Future of Work,"Ottawa, Canada","Cybersecurity Summit 2025. A premier gathering focused on the latest advancements in blockchain technologies and innovations. Topics: Fintech Edtech Future of Work. Location: Ottawa, Canada. Date: 2025-11-17"
e160,Cybersecurity 2025,2025-01-17,The definitive event for anyone looking to stay ahead in the rapidly evolving design landscape.,NFTs,Healthtech,Edge Computing,"Halifax, Canada","Cybersecurity 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving design landscape. Topics: NFTs Healthtech Edge Computing. Location: Halifax, Canada. Date: 2025-01-17"
e161,Data Science Meetup 2025,2025-04-26,The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape.,UI Design,Edtech,Edge Computing,"Winnipeg, Canada","Data Science Meetup 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape. Topics: UI Design Edtech Edge Computing. Location: Winnipeg, Canada. Date: 2025-04-26"
e162,Advanced Innovation Forum,2025-12-19,The definitive event for anyone looking to stay ahead in the rapidly evolving ai landscape.,Computer Vision,Healthtech,MLOps,"Saskatoon, Canada","Advanced Innovation Forum. The definitive event for anyone looking to stay ahead in the rapidly evolving ai landscape. Topics: Computer Vision Healthtech MLOps. Location: Saskatoon, Canada. Date: 2025-12-19"
e163,AI Workshop,2025-05-09,A premier gathering focused on the latest advancements in marketing technologies and innovations.,Cryptocurrency,Future of Work,Digital Marketing,"Winnipeg, Canada","AI Workshop. A premier gathering focused on the latest advancements in marketing technologies and innovations. Topics: Cryptocurrency Future of Work Digital Marketing. Location: Winnipeg, Canada. Date: 2025-05-09"
e164,Marketing 2025,2025-05-23,Join experts and thought leaders to explore cutting-edge developments in healthcare.,Cloud Computing,Blockchain,Cybersecurity,"Quebec City, Canada","Marketing 2025. Join experts and thought leaders to explore cutting-edge developments in healthcare. Topics: Cloud Computing Blockchain Cybersecurity. Location: Quebec City, Canada. Date: 2025-05-23"
e165,Cybersecurity Forum,2025-12-22,Join experts and thought leaders to explore cutting-edge developments in ai.,Edge Computing,Green Tech,Product Management,"Toronto, Canada","Cybersecurity Forum. Join experts and thought leaders to explore cutting-edge developments in ai. Topics: Edge Computing Green Tech Product Management. Location: Toronto, Canada. Date: 2025-12-22"
e166,Emerging Education Forum 2025,2025-12-03,A collaborative platform for professionals to share insights on transforming marketing.,Natural Language Processing,Web3,UX Design,"Halifax, Canada","Emerging Education Forum 2025. A collaborative platform for professionals to share insights on transforming marketing. Topics: Natural Language Processing Web3 UX Design. Location: Halifax, Canada. Date: 2025-12-03"
e167,Advanced Education Expo 2025,2025-03-09,An exclusive event bringing together industry leaders to discuss the future of design.,DevOps,Ethical AI,Machine Learning,"Halifax, Canada","Advanced Education Expo 2025. An exclusive event bringing together industry leaders to discuss the future of design. Topics: DevOps Ethical AI Machine Learning. Location: Halifax, Canada. Date: 2025-03-09"
e168,Blockchain 2025,2025-07-28,Join experts and thought leaders to explore cutting-edge developments in data science.,Product Management,UX Design,Fintech,"Winnipeg, Canada","Blockchain 2025. Join experts and thought leaders to explore cutting-edge developments in data science. Topics: Product Management UX Design Fintech. Location: Winnipeg, Canada. Date: 2025-07-28"
e169,Education 2025,2025-08-30,A premier gathering focused on the latest advancements in blockchain technologies and innovations.,UX Design,Fintech,Cybersecurity,"Halifax, Canada","Education 2025. A premier gathering focused on the latest advancements in blockchain technologies and innovations. Topics: UX Design Fintech Cybersecurity. Location: Halifax, Canada. Date: 2025-08-30"
e170,Cybersecurity Meetup,2025-05-17,The definitive event for anyone looking to stay ahead in the rapidly evolving education landscape.,Future of Work,Quantum Computing,Cybersecurity,"Halifax, Canada","Cybersecurity Meetup. The definitive event for anyone looking to stay ahead in the rapidly evolving education landscape. Topics: Future of Work Quantum Computing Cybersecurity. Location: Halifax, Canada. Date: 2025-05-17"
